"52299";"SAO GERALDO";"5390";"Mata"
"52574";"SAO JOAO NEPOMUCENO";"16714";"Mata"
"52710";"SAO JOSE DO MANTIMENTO";"2013";"Mata"
"52752";"SAO MIGUEL DO ANTA";"4871";"Mata"
"52795";"SAO PEDRO DOS FERROS";"5732";"Mata"
"53112";"SENADOR CORTES";"2008";"Mata"
"53139";"SENADOR FIRMINO";"5510";"Mata"
"53198";"SENHORA DE OLIVEIRA";"4621";"Mata"
"40053";"ABRE CAMPO";"9660";"Mata"
"40070";"ACAIACA";"2988";"Mata"
"40169";"DURANDE";"4933";"Mata"
"40207";"FERVEDOURO";"6910";"Mata"
"40290";"ALEM PARAIBA";"23123";"Mata"
"40410";"ALTO RIO DOCE";"8809";"Mata"
"40495";"AMPARO DO SERRA";"3923";"Mata"
"40614";"ANTONIO PRADO DE MINAS";"1567";"Mata"
"40622";"ROSARIO DA LIMEIRA";"4482";"Mata"
"40657";"ARACITABA";"1777";"Mata"
"40720";"SAO JOAO DO MANHUACU";"6384";"Mata"
"40738";"ARAPONGA";"5285";"Mata"
"40827";"SEM PEIXE";"2982";"Mata"
"40878";"ARGIRITA";"2593";"Mata"
"40916";"ASTOLFO DUTRA";"9463";"Mata"
